frame_idx_rel,frame_idx_abs,t_video,filename,width,height,timestamp_src,throttle,brakes,car0_velocity,wheel_position,steering_angle_rad
32,272,0.5333333333333333,frame_000032.jpg,1920,1080,23.644,0.0,0.0,0.00850249,-0.0350288,-0.02139787625579064
33,273,0.55,frame_000033.jpg,1920,1080,23.656,0.0,0.0,0.00769056,-0.0350288,-0.02139787625579064
34,274,0.5666666666666667,frame_000034.jpg,1920,1080,23.677,0.0,0.0,0.00591285,-0.0350288,-0.02139787625579064
35,275,0.5833333333333334,frame_000035.jpg,1920,1080,23.688,0.00066,0.0,0.00491119,-0.0350288,-0.02139787625579064
36,276,0.6,frame_000036.jpg,1920,1080,23.7088,0.0,0.0,0.00230596,-0.0350288,-0.02139787625579064
37,277,0.6166666666666667,frame_000037.jpg,1920,1080,23.7188,0.0,0.0,0.00136696,-0.0350288,-0.02139787625579064
38,278,0.6333333333333333,frame_000038.jpg,1920,1080,23.7418,0.0,0.0,0.00252922,-0.0350288,-0.02139787625579064
39,279,0.65,frame_000039.jpg,1920,1080,23.7517,0.0,0.0,0.00355754,-0.0350288,-0.02139787625579064
40,280,0.6666666666666666,frame_000040.jpg,1920,1080,23.7736,0.0,0.0,0.00521025,-0.0350288,-0.02139787625579064
41,281,0.6833333333333333,frame_000041.jpg,1920,1080,23.7929,0.0,0.0,0.00631676,-0.0350288,-0.02139787625579064
42,282,0.7,frame_000042.jpg,1920,1080,23.8039,0.0,0.0,0.00677292,-0.0350288,-0.02139787625579064
43,283,0.7166666666666667,frame_000043.jpg,1920,1080,23.8237,0.0,0.0,0.00748717,-0.0350288,-0.02139787625579064
44,284,0.7333333333333333,frame_000044.jpg,1920,1080,23.8385,0.0,0.0,0.00757603,-0.0350288,-0.02139787625579064
45,285,0.75,frame_000045.jpg,1920,1080,23.8584,0.0,0.0,0.00713141,-0.0350288,-0.02139787625579064
46,286,0.7666666666666667,frame_000046.jpg,1920,1080,23.8689,0.0,0.0,0.00664102,-0.0350288,-0.02139787625579064
47,287,0.7833333333333333,frame_000047.jpg,1920,1080,23.8883,0.0,0.0,0.00534825,-0.0350288,-0.02139787625579064
48,288,0.8,frame_000048.jpg,1920,1080,23.9097,0.00066,0.0,0.00434105,-0.0350288,-0.02139787625579064
49,289,0.8166666666666667,frame_000049.jpg,1920,1080,23.9192,0.00066,0.0,0.00426559,-0.0350288,-0.02139787625579064
50,290,0.8333333333333334,frame_000050.jpg,1920,1080,23.942,0.0,0.0,0.00449453,-0.0350288,-0.02139787625579064
51,291,0.85,frame_000051.jpg,1920,1080,23.9522,0.0,0.0,0.00421877,-0.0350288,-0.02139787625579064
52,292,0.8666666666666667,frame_000052.jpg,1920,1080,23.9749,0.00066,0.0,0.00259857,-0.0350288,-0.02139787625579064
53,293,0.8833333333333333,frame_000053.jpg,1920,1080,23.993,0.0,0.0,0.00121797,-0.0350288,-0.02139787625579064
54,294,0.9,frame_000054.jpg,1920,1080,24.0047,0.00066,0.0,0.00169455,-0.0350288,-0.02139787625579064
55,295,0.9166666666666666,frame_000055.jpg,1920,1080,24.0247,0.0,0.0,0.00273541,-0.0350288,-0.02139787625579064
56,296,0.9333333333333333,frame_000056.jpg,1920,1080,24.0377,0.0,0.0,0.00331305,-0.0350288,-0.02139787625579064
57,297,0.95,frame_000057.jpg,1920,1080,24.0577,0.00066,0.0,0.00429698,-0.0350288,-0.02139787625579064
58,298,0.9666666666666667,frame_000058.jpg,1920,1080,24.0676,0.00066,0.0,0.00459374,-0.0350288,-0.02139787625579064
59,299,0.9833333333333333,frame_000059.jpg,1920,1080,24.0896,0.0,0.0,0.00523086,-0.0350288,-0.02139787625579064
60,300,1.0,frame_000060.jpg,1920,1080,24.109,0.0,0.0,0.00501269,-0.0350288,-0.02139787625579064
61,301,1.0166666666666666,frame_000061.jpg,1920,1080,24.1208,0.0,0.0,0.00477084,-0.0350288,-0.02139787625579064
62,302,1.0333333333333334,frame_000062.jpg,1920,1080,24.1387,0.0,0.0,0.00421166,-0.0350288,-0.02139787625579064
63,303,1.05,frame_000063.jpg,1920,1080,24.1523,0.0,0.0,0.00371669,-0.0350288,-0.02139787625579064
64,304,1.0666666666666667,frame_000064.jpg,1920,1080,24.1732,0.0,0.0,0.00312398,-0.0350288,-0.02139787625579064
65,305,1.0833333333333333,frame_000065.jpg,1920,1080,24.193,0.0,0.0,0.00267773,-0.0350288,-0.02139787625579064
66,306,1.1,frame_000066.jpg,1920,1080,24.2041,0.0,0.0,0.00254955,-0.0350288,-0.02139787625579064
67,307,1.1166666666666667,frame_000067.jpg,1920,1080,24.224,0.00066,0.0,0.00231417,-0.0350288,-0.02139787625579064
68,308,1.1333333333333333,frame_000068.jpg,1920,1080,24.238,0.00066,0.0,0.00216448,-0.0350288,-0.02139787625579064
69,309,1.15,frame_000069.jpg,1920,1080,24.2589,0.0,0.0,0.00201499,-0.0350288,-0.02139787625579064
70,310,1.1666666666666667,frame_000070.jpg,1920,1080,24.2688,0.0,0.0,0.00222558,-0.0350288,-0.02139787625579064
71,311,1.1833333333333333,frame_000071.jpg,1920,1080,24.288,0.0,0.0,0.00256869,-0.0350288,-0.02139787625579064
72,312,1.2,frame_000072.jpg,1920,1080,24.31,0.0,0.0,0.00320334,-0.0350288,-0.02139787625579064
73,313,1.2166666666666666,frame_000073.jpg,1920,1080,24.321,0.0,0.0,0.00415308,-0.0350288,-0.02139787625579064
74,314,1.2333333333333334,frame_000074.jpg,1920,1080,24.3415,0.0,0.0,0.00449655,-0.0350288,-0.02139787625579064
75,315,1.25,frame_000075.jpg,1920,1080,24.3535,0.0,0.0,0.00427867,-0.0350288,-0.02139787625579064
76,316,1.2666666666666666,frame_000076.jpg,1920,1080,24.375,0.0,0.0,0.00372639,-0.0350288,-0.02139787625579064
77,317,1.2833333333333334,frame_000077.jpg,1920,1080,24.3837,0.0,0.0,0.00342465,-0.0350288,-0.02139787625579064
78,318,1.3,frame_000078.jpg,1920,1080,24.4074,0.00066,0.0,0.00304056,-0.0350288,-0.02139787625579064
79,319,1.3166666666666667,frame_000079.jpg,1920,1080,24.4173,0.00066,0.0,0.00255044,-0.0350288,-0.02139787625579064
80,320,1.3333333333333333,frame_000080.jpg,1920,1080,24.4383,0.0,0.0,0.00218516,-0.0350288,-0.02139787625579064
81,321,1.35,frame_000081.jpg,1920,1080,24.46,0.0,0.0,0.00204458,-0.0350288,-0.02139787625579064
82,322,1.3666666666666667,frame_000082.jpg,1920,1080,24.4692,0.0,0.0,0.00215377,-0.0350288,-0.02139787625579064
83,323,1.3833333333333333,frame_000083.jpg,1920,1080,24.4923,0.0,0.0,0.00220027,-0.0350288,-0.02139787625579064
84,324,1.4,frame_000084.jpg,1920,1080,24.5023,0.0,0.0,0.00232637,-0.0350288,-0.02139787625579064
85,325,1.4166666666666667,frame_000085.jpg,1920,1080,24.5229,0.0,0.0,0.00204687,-0.0350288,-0.02139787625579064
86,326,1.4333333333333333,frame_000086.jpg,1920,1080,24.5434,0.0,0.0,0.00217937,-0.0350288,-0.02139787625579064
87,327,1.45,frame_000087.jpg,1920,1080,24.554,0.0,0.0,0.00210866,-0.0350288,-0.02139787625579064
88,328,1.4666666666666666,frame_000088.jpg,1920,1080,24.5735,0.00066,0.0,0.00232108,-0.0350288,-0.02139787625579064
89,329,1.4833333333333334,frame_000089.jpg,1920,1080,24.5937,0.0,0.0,0.00245352,-0.0350288,-0.02139787625579064
90,330,1.5,frame_000090.jpg,1920,1080,24.604,0.0,0.0,0.00255369,-0.0350288,-0.02139787625579064
91,331,1.5166666666666666,frame_000091.jpg,1920,1080,24.6176,0.0,0.0,0.00270303,-0.0350288,-0.02139787625579064
92,332,1.5333333333333334,frame_000092.jpg,1920,1080,24.6381,0.0,0.0,0.00248972,-0.0350288,-0.02139787625579064
93,333,1.55,frame_000093.jpg,1920,1080,24.6581,0.0,0.0,0.00235243,-0.0350288,-0.02139787625579064
94,334,1.5666666666666667,frame_000094.jpg,1920,1080,24.668,0.0,0.0,0.00212487,-0.0350288,-0.02139787625579064
95,335,1.5833333333333333,frame_000095.jpg,1920,1080,24.69,0.0,0.0,0.00214964,-0.0350288,-0.02139787625579064
96,336,1.6,frame_000096.jpg,1920,1080,24.7097,0.0,0.0,0.00202436,-0.0350288,-0.02139787625579064
97,337,1.6166666666666667,frame_000097.jpg,1920,1080,24.7197,0.0,0.0,0.00207095,-0.0350288,-0.02139787625579064
98,338,1.6333333333333333,frame_000098.jpg,1920,1080,24.743,0.0,0.0,0.00198067,-0.0350288,-0.02139787625579064
99,339,1.65,frame_000099.jpg,1920,1080,24.7529,0.0,0.0,0.00208282,-0.0350288,-0.02139787625579064
100,340,1.6666666666666667,frame_000100.jpg,1920,1080,24.774,0.0,0.0,0.00203287,-0.0350288,-0.02139787625579064
101,341,1.6833333333333333,frame_000101.jpg,1920,1080,24.7947,0.0,0.0,0.00197309,-0.0350288,-0.02139787625579064
102,342,1.7,frame_000102.jpg,1920,1080,24.808,0.0,0.0,0.00207078,-0.0350288,-0.02139787625579064
103,343,1.7166666666666666,frame_000103.jpg,1920,1080,24.8186,0.0,0.0,0.00214513,-0.0350288,-0.02139787625579064
104,344,1.7333333333333334,frame_000104.jpg,1920,1080,24.8397,0.0,0.0,0.00207403,-0.0350288,-0.02139787625579064
105,345,1.75,frame_000105.jpg,1920,1080,24.8593,0.0,0.0,0.00199137,-0.0350288,-0.02139787625579064
106,346,1.7666666666666666,frame_000106.jpg,1920,1080,24.8723,0.0,0.0,0.00273889,-0.0350288,-0.02139787625579064
107,347,1.7833333333333334,frame_000107.jpg,1920,1080,24.8923,0.0,0.0,0.00329135,-0.0350288,-0.02139787625579064
108,348,1.8,frame_000108.jpg,1920,1080,24.9025,0.0,0.0,0.00322743,-0.0350288,-0.02139787625579064
109,349,1.8166666666666667,frame_000109.jpg,1920,1080,24.9241,0.00066,0.0,0.00297078,-0.0350288,-0.02139787625579064
110,350,1.8333333333333333,frame_000110.jpg,1920,1080,24.944,0.0,0.0,0.00260347,-0.0350288,-0.02139787625579064
111,351,1.85,frame_000111.jpg,1920,1080,24.956,0.00066,0.0,0.0019631,-0.0350288,-0.02139787625579064
112,352,1.8666666666666667,frame_000112.jpg,1920,1080,24.966,0.0,0.0,0.00168918,-0.0350288,-0.02139787625579064
113,353,1.8833333333333333,frame_000113.jpg,1920,1080,24.9863,0.00066,0.0,0.00198566,-0.0350288,-0.02139787625579064
114,354,1.9,frame_000114.jpg,1920,1080,25.0078,0.00066,0.0,0.00228983,-0.0350288,-0.02139787625579064
115,355,1.9166666666666667,frame_000115.jpg,1920,1080,25.0181,0.0,0.0,0.00224125,-0.0350288,-0.02139787625579064
116,356,1.9333333333333333,frame_000116.jpg,1920,1080,25.0386,0.0,0.0,0.00227848,-0.0350288,-0.02139787625579064
117,357,1.95,frame_000117.jpg,1920,1080,25.0577,0.0,0.0,0.00188843,-0.0350288,-0.02139787625579064
118,358,1.9666666666666666,frame_000118.jpg,1920,1080,25.071,0.0,0.0,0.00199781,-0.0350288,-0.02139787625579064
119,359,1.9833333333333334,frame_000119.jpg,1920,1080,25.0925,0.0,0.0,0.00202402,-0.0350288,-0.02139787625579064
120,360,2.0,frame_000120.jpg,1920,1080,25.1025,0.0,0.0,0.00213523,-0.0350288,-0.02139787625579064
121,361,2.0166666666666666,frame_000121.jpg,1920,1080,25.1226,0.00066,0.0,0.00234754,-0.0350288,-0.02139787625579064
122,362,2.033333333333333,frame_000122.jpg,1920,1080,25.1435,0.0,0.0,0.00235378,-0.0350288,-0.02139787625579064
123,363,2.05,frame_000123.jpg,1920,1080,25.155,0.0,0.0,0.00239444,-0.0350288,-0.02139787625579064
124,364,2.066666666666667,frame_000124.jpg,1920,1080,25.1737,0.0,0.0,0.00199586,-0.0350288,-0.02139787625579064
125,365,2.0833333333333335,frame_000125.jpg,1920,1080,25.1873,0.00066,0.0,0.00203869,-0.0350288,-0.02139787625579064
126,366,2.1,frame_000126.jpg,1920,1080,25.2091,0.00066,0.0,0.00193787,-0.0350288,-0.02139787625579064
127,367,2.1166666666666667,frame_000127.jpg,1920,1080,25.2182,0.0,0.0,0.00209555,-0.0350288,-0.02139787625579064
128,368,2.1333333333333333,frame_000128.jpg,1920,1080,25.2397,0.0,0.0,0.00214001,-0.0350288,-0.02139787625579064
129,369,2.15,frame_000129.jpg,1920,1080,25.262,0.0,0.0,0.00207123,-0.0350288,-0.02139787625579064
130,370,2.1666666666666665,frame_000130.jpg,1920,1080,25.2729,0.0,0.0,0.00188195,-0.0350288,-0.02139787625579064
131,371,2.183333333333333,frame_000131.jpg,1920,1080,25.2939,0.0,0.0,0.0019792,-0.0350288,-0.02139787625579064
132,372,2.2,frame_000132.jpg,1920,1080,25.3039,0.00066,0.0,0.00191355,-0.0350288,-0.02139787625579064
133,373,2.216666666666667,frame_000133.jpg,1920,1080,25.3228,0.00066,0.0,0.00205496,-0.0350288,-0.02139787625579064
134,374,2.2333333333333334,frame_000134.jpg,1920,1080,25.3437,0.0,0.0,0.00248134,-0.0350288,-0.02139787625579064
135,375,2.25,frame_000135.jpg,1920,1080,25.3547,0.0,0.0,0.00333722,-0.0350288,-0.02139787625579064
136,376,2.2666666666666666,frame_000136.jpg,1920,1080,25.3757,0.0,0.0,0.00369502,-0.0350288,-0.02139787625579064
137,377,2.283333333333333,frame_000137.jpg,1920,1080,25.3869,0.0,0.0,0.00358522,-0.0350288,-0.02139787625579064
138,378,2.3,frame_000138.jpg,1920,1080,25.4079,0.0,0.0,0.00319916,-0.0350288,-0.02139787625579064
139,379,2.316666666666667,frame_000139.jpg,1920,1080,25.4185,0.0,0.0,0.00299312,-0.0350288,-0.02139787625579064
140,380,2.3333333333333335,frame_000140.jpg,1920,1080,25.4373,0.0,0.0,0.00260004,-0.0350288,-0.02139787625579064
141,381,2.35,frame_000141.jpg,1920,1080,25.4587,0.0,0.0,0.00205334,-0.0350288,-0.02139787625579064
142,382,2.3666666666666667,frame_000142.jpg,1920,1080,25.4722,0.0,0.0,0.00189975,-0.0350288,-0.02139787625579064
143,383,2.3833333333333333,frame_000143.jpg,1920,1080,25.4931,0.0,0.0,0.00202431,-0.0350288,-0.02139787625579064
144,384,2.4,frame_000144.jpg,1920,1080,25.503,0.0,0.0,0.00202279,-0.0350288,-0.02139787625579064
145,385,2.4166666666666665,frame_000145.jpg,1920,1080,25.524,0.0,0.0,0.00212047,-0.0350288,-0.02139787625579064
146,386,2.433333333333333,frame_000146.jpg,1920,1080,25.5439,0.0,0.0,0.00230622,-0.0350288,-0.02139787625579064
147,387,2.45,frame_000147.jpg,1920,1080,25.554,0.0,0.0,0.00224154,-0.0350288,-0.02139787625579064
148,388,2.466666666666667,frame_000148.jpg,1920,1080,25.576,0.0,0.0,0.00215049,-0.0350288,-0.02139787625579064
149,389,2.4833333333333334,frame_000149.jpg,1920,1080,25.587,0.0,0.0,0.00182964,-0.0350288,-0.02139787625579064
150,390,2.5,frame_000150.jpg,1920,1080,25.6077,0.0,0.0,0.00195896,-0.0350288,-0.02139787625579064
151,391,2.5166666666666666,frame_000151.jpg,1920,1080,25.6177,0.00066,0.0,0.00187326,-0.0350288,-0.02139787625579064
152,392,2.533333333333333,frame_000152.jpg,1920,1080,25.6377,0.00066,0.0,0.00227193,-0.0350288,-0.02139787625579064
153,393,2.55,frame_000153.jpg,1920,1080,25.6597,0.0,0.0,0.00259078,-0.0350288,-0.02139787625579064
154,394,2.566666666666667,frame_000154.jpg,1920,1080,25.6725,0.0,0.0,0.00268299,-0.0350288,-0.02139787625579064
155,395,2.5833333333333335,frame_000155.jpg,1920,1080,25.6926,0.0,0.0,0.00274597,-0.0350288,-0.02139787625579064
156,396,2.6,frame_000156.jpg,1920,1080,25.704,0.0,0.0,0.00264391,-0.0350288,-0.02139787625579064
157,397,2.6166666666666667,frame_000157.jpg,1920,1080,25.7254,0.00066,0.0,0.00248373,-0.0350288,-0.02139787625579064
158,398,2.6333333333333333,frame_000158.jpg,1920,1080,25.7355,0.00066,0.0,0.00210138,-0.0350288,-0.02139787625579064
159,399,2.65,frame_000159.jpg,1920,1080,25.7566,0.0,0.0,0.00194332,-0.0350288,-0.02139787625579064
160,400,2.6666666666666665,frame_000160.jpg,1920,1080,25.766,0.0,0.0,0.00199995,-0.0350288,-0.02139787625579064
161,401,2.683333333333333,frame_000161.jpg,1920,1080,25.7876,0.0,0.0,0.00220403,-0.0350288,-0.02139787625579064
162,402,2.7,frame_000162.jpg,1920,1080,25.8075,0.0,0.0,0.00225376,-0.0350288,-0.02139787625579064
163,403,2.716666666666667,frame_000163.jpg,1920,1080,25.8177,0.0,0.0,0.00228398,-0.0350288,-0.02139787625579064
164,404,2.7333333333333334,frame_000164.jpg,1920,1080,25.8423,0.00066,0.0,0.00227687,-0.0350288,-0.02139787625579064
165,405,2.75,frame_000165.jpg,1920,1080,25.8523,0.00066,0.0,0.00209134,-0.0350288,-0.02139787625579064
166,406,2.7666666666666666,frame_000166.jpg,1920,1080,25.8732,0.00066,0.0,0.00183832,-0.0350288,-0.02139787625579064
167,407,2.783333333333333,frame_000167.jpg,1920,1080,25.8925,0.0,0.0,0.00190029,-0.0350288,-0.02139787625579064
168,408,2.8,frame_000168.jpg,1920,1080,25.9041,0.0,0.0,0.00259076,-0.0350288,-0.02139787625579064
169,409,2.816666666666667,frame_000169.jpg,1920,1080,25.9241,0.0,0.0,0.0033239,-0.0350288,-0.02139787625579064
170,410,2.8333333333333335,frame_000170.jpg,1920,1080,25.944,0.0,0.0,0.00316568,-0.0350288,-0.02139787625579064
171,411,2.85,frame_000171.jpg,1920,1080,25.956,0.0,0.0,0.0029985,-0.0350288,-0.02139787625579064
172,412,2.8666666666666667,frame_000172.jpg,1920,1080,25.9779,0.0,0.0,0.00255826,-0.0350288,-0.02139787625579064
173,413,2.8833333333333333,frame_000173.jpg,1920,1080,25.9879,0.0,0.0,0.00197107,-0.0350288,-0.02139787625579064
174,414,2.9,frame_000174.jpg,1920,1080,26.0079,0.0,0.0,0.00191741,-0.0350288,-0.02139787625579064
175,415,2.9166666666666665,frame_000175.jpg,1920,1080,26.0178,0.00066,0.0,0.00201937,-0.0350288,-0.02139787625579064
176,416,2.933333333333333,frame_000176.jpg,1920,1080,26.0387,0.00066,0.0,0.00234403,-0.0350288,-0.02139787625579064
177,417,2.95,frame_000177.jpg,1920,1080,26.061,0.0,0.0,0.00231753,-0.0350288,-0.02139787625579064
178,418,2.966666666666667,frame_000178.jpg,1920,1080,26.0718,0.0,0.0,0.00221617,-0.0350288,-0.02139787625579064
179,419,2.9833333333333334,frame_000179.jpg,1920,1080,26.0926,0.00066,0.0,0.0019089,-0.0350288,-0.02139787625579064
180,420,3.0,frame_000180.jpg,1920,1080,26.1026,0.00066,0.0,0.00200079,-0.0350288,-0.02139787625579064
181,421,3.0166666666666666,frame_000181.jpg,1920,1080,26.1235,0.0,0.0,0.00202439,-0.0350288,-0.02139787625579064
182,422,3.033333333333333,frame_000182.jpg,1920,1080,26.1443,0.0,0.0,0.00193479,-0.0350288,-0.02139787625579064
183,423,3.05,frame_000183.jpg,1920,1080,26.1543,0.00066,0.0,0.00199134,-0.0350288,-0.02139787625579064
184,424,3.066666666666667,frame_000184.jpg,1920,1080,26.1753,0.00066,0.0,0.00375754,-0.0350288,-0.02139787625579064
185,425,3.0833333333333335,frame_000185.jpg,1920,1080,26.1934,0.00066,0.0,0.0038218,-0.0350288,-0.02139787625579064
186,426,3.1,frame_000186.jpg,1920,1080,26.2042,0.0,0.0,0.00357335,-0.0350288,-0.02139787625579064
187,427,3.1166666666666667,frame_000187.jpg,1920,1080,26.2164,0.0,0.0,0.00335144,-0.0350288,-0.02139787625579064
188,428,3.1333333333333333,frame_000188.jpg,1920,1080,26.2357,0.0,0.0,0.00285022,-0.0350288,-0.02139787625579064
189,429,3.15,frame_000189.jpg,1920,1080,26.2581,0.0,0.0,0.00257151,-0.0350288,-0.02139787625579064
190,430,3.1666666666666665,frame_000190.jpg,1920,1080,26.2681,0.00066,0.0,0.0024273,-0.0350288,-0.02139787625579064
191,431,3.183333333333333,frame_000191.jpg,1920,1080,26.2887,0.00066,0.0,0.00190643,-0.0350288,-0.02139787625579064
192,432,3.2,frame_000192.jpg,1920,1080,26.3097,0.0,0.0,0.00189719,-0.0350288,-0.02139787625579064
193,433,3.216666666666667,frame_000193.jpg,1920,1080,26.3219,0.0,0.0,0.00200998,-0.0350288,-0.02139787625579064
194,434,3.2333333333333334,frame_000194.jpg,1920,1080,26.3437,0.0,0.0,0.00219346,-0.0350288,-0.02139787625579064
195,435,3.25,frame_000195.jpg,1920,1080,26.353,0.00066,0.0,0.00235267,-0.0350288,-0.02139787625579064
196,436,3.2666666666666666,frame_000196.jpg,1920,1080,26.3737,0.0,0.0,0.00218746,-0.0350288,-0.02139787625579064
197,437,3.283333333333333,frame_000197.jpg,1920,1080,26.3841,0.0,0.0,0.00222863,-0.0350288,-0.02139787625579064
198,438,3.3,frame_000198.jpg,1920,1080,26.4057,0.00066,0.0,0.00172083,-0.0350288,-0.02139787625579064
199,439,3.316666666666667,frame_000199.jpg,1920,1080,26.4186,0.00066,0.0,0.00180787,-0.0350288,-0.02139787625579064
200,440,3.3333333333333335,frame_000200.jpg,1920,1080,26.4384,0.0,0.0,0.00196493,-0.0350288,-0.02139787625579064
201,441,3.35,frame_000201.jpg,1920,1080,26.4581,0.0,0.0,0.00362661,-0.0350288,-0.02139787625579064
202,442,3.3666666666666667,frame_000202.jpg,1920,1080,26.4691,0.00066,0.0,0.00370388,-0.0350288,-0.02139787625579064
203,443,3.3833333333333333,frame_000203.jpg,1920,1080,26.4925,0.00066,0.0,0.00325684,-0.0350288,-0.02139787625579064
204,444,3.4,frame_000204.jpg,1920,1080,26.5041,0.00066,0.0,0.00295447,-0.0350288,-0.02139787625579064
205,445,3.4166666666666665,frame_000205.jpg,1920,1080,26.5281,0.0,0.0,0.00238487,-0.0350288,-0.02139787625579064
206,446,3.433333333333333,frame_000206.jpg,1920,1080,26.538,0.0,0.0,0.00220038,-0.0350288,-0.02139787625579064
207,447,3.45,frame_000207.jpg,1920,1080,26.5585,0.0,0.0,0.00108298,-0.0350288,-0.02139787625579064
208,448,3.466666666666667,frame_000208.jpg,1920,1080,26.5691,0.0,0.0,0.000524429,-0.0350288,-0.02139787625579064
209,449,3.4833333333333334,frame_000209.jpg,1920,1080,26.5878,0.00066,0.0,0.000260755,-0.0350288,-0.02139787625579064
210,450,3.5,frame_000210.jpg,1920,1080,26.6087,0.0,0.0,0.000675462,-0.0350288,-0.02139787625579064
211,451,3.5166666666666666,frame_000211.jpg,1920,1080,26.6197,0.0,0.0,0.00137691,-0.0350288,-0.02139787625579064
212,452,3.533333333333333,frame_000212.jpg,1920,1080,26.6436,0.00066,0.0,0.00265851,-0.0350288,-0.02139787625579064
213,453,3.55,frame_000213.jpg,1920,1080,26.6536,0.00066,0.0,0.0032575,-0.0350288,-0.02139787625579064
214,454,3.566666666666667,frame_000214.jpg,1920,1080,26.6735,0.00066,0.0,0.00320127,-0.0350288,-0.02139787625579064
215,455,3.5833333333333335,frame_000215.jpg,1920,1080,26.6871,0.0,0.0,0.0027403,-0.0350288,-0.02139787625579064
216,456,3.6,frame_000216.jpg,1920,1080,26.7076,0.0,0.0,0.00140032,-0.0350288,-0.02139787625579064
217,457,3.6166666666666667,frame_000217.jpg,1920,1080,26.7276,0.0,0.0,0.000764924,-0.0350288,-0.02139787625579064
218,458,3.6333333333333333,frame_000218.jpg,1920,1080,26.738,0.0,0.0,0.000723699,-0.0350288,-0.02139787625579064
